step,winner,endpoint_factor,edge_factor
7,1,-0.288889,0.0543651
8,1,-0.809091,-0.159921
9,1,-0.292857,0.0638889
10,1,-0.35,0.0678571
11,1,0.138095,0.27619
12,1,0.0115079,0.303968
13,1,0.36514,0.502381
14,1,-0.444383,0.0857143
15,1,-0.0933913,0.290079
16,1,0.106609,0.530159
17,1,0.687164,1.04127
18,1,0.0569444,0.599603
19,1,0.522222,0.79246
20,1,0.254029,0.585714
21,1,0.621886,0.434091
22,1,0.133333,0.244769
23,1,0.736378,0.448124
24,1,0.21048,0.63575
25,1,0.845894,0.82868
26,1,0.551829,0.514719
27,1,0.130815,0.363492
28,1,-0.0996032,0.133766
29,1,0.248016,0.139069
30,1,-0.24246,-0.033658
31,1,-0.26676,-0.0722944
32,1,-0.715925,-0.247558
33,1,-0.501423,-0.266245
34,1,-0.914933,-0.418168
35,1,-1.12279,-0.5421
36,1,-1.48619,-0.6781
37,1,-0.627381,-1.1046
38,1,-0.924457,-1.18182
39,1,-0.392711,-0.937396
40,1,-0.917565,-0.91968
41,1,-0.917565,-1.03516
42,1,-1.16756,-1.02509
43,1,-0.513743,-0.911722
0,1,0,0
1,1,-0.233333,-0.207143
2,1,-0.47619,-0.418254
3,1,0.0238095,-0.209921
4,1,-0.434524,-0.418254
5,1,0.0904762,-0.209921
6,1,-0.228968,-0.418254
7,1,0.0919913,-0.185714
8,1,-0.394023,-0.394048
9,1,-0.420971,-0.394048
10,1,-0.714982,-0.649603
11,1,0.0627955,-0.230159
12,1,-0.817521,-0.920635
13,1,-0.638889,-0.715476
14,1,-0.384127,-0.507143
15,1,0.222222,-0.0527778
16,1,-0.277778,-0.261111
17,1,0.0325758,-0.323413
18,1,0.32451,-0.134524
19,1,0.451855,-0.197222
20,1,0.25741,-0.47619
21,1,1.17047,0.200397
22,1,-0.0238779,-0.389646
23,1,0.441934,-0.201876
24,1,0.233601,-0.175361
25,1,0.650267,0.0155483
26,1,0.016934,-0.155916
27,1,0.266934,-0.171068
28,1,0.016934,-0.155916
29,1,0.766934,0.0205988
30,1,0.516934,0.0428211
31,1,1.59074,0.599242
32,1,1.45741,0.575097
33,1,2.09694,0.725644
34,1,1.63146,0.525297
35,1,1.94841,0.90542
36,1,0.594805,0.380808
