step,winner,endpoint_factor,edge_factor
17,-1,0,-0.0333333
18,-1,0,-0.0333333
19,-1,0,-0.0333333
20,-1,0,-0.0571429
21,-1,0,-0.0571429
22,-1,0,-0.0571429
23,-1,0,-0.0333333
24,-1,-0.166667,-0.0333333
25,-1,0,-0.0333333
26,-1,-0.166667,-0.166667
0,1,0,0
1,1,-0.0833333,0
2,1,-0.0833333,0
3,1,-0.208333,0.0178571
4,1,-0.166667,0.0178571
5,1,-0.133333,0.0178571
6,1,0,-0.0138889
7,1,0,-0.031746
8,1,0,-0.0178571
9,1,0,0
10,1,0,0
11,1,0,0
12,1,-0.166667,0
13,1,0,0.0333333
14,1,0,0.0333333
15,1,0.166667,-0.05
0,1,0,0
1,1,0.0833333,0
2,1,0,0
3,1,0,-0.0178571
4,1,0,0
5,1,0.166667,-0.0238095
6,1,0,-0.0238095
7,1,0,0
8,1,0,0.0178571
9,1,0.133333,0.125
10,1,0,0.107143
11,1,0,0.190476
12,1,0,0.208333
13,1,0.0833333,0.208333
14,1,-0.166667,0.208333
15,1,0,0.208333
16,1,0,0.208333
17,1,0,0.208333
18,1,-0.166667,0.208333
19,1,0,0.208333
20,1,0,0.208333
21,1,0,0.166667
22,1,0,0.133333
23,1,0,0.3
24,1,0,0.133333
25,1,0,0.05
26,1,-0.166667,0.0833333
27,1,0,0.0833333
28,1,-0.166667,0.0833333
29,1,0,0.0833333
30,1,0,0.0333333
31,1,0.166667,0
0,1,0,0
1,1,0.166667,-0.0138889
2,1,0,0
3,1,0.190476,0.0238095
4,1,0,0.0238095
5,1,0,0.0333333
6,1,0,0.0333333
7,1,0.190476,0.0833333
8,1,-0.166667,0.107143
9,1,0,0.107143
10,1,0,0.107143
11,1,0.166667,0.107143
12,1,0,0.107143
13,1,0,0.0833333
14,1,0,0.0833333
15,1,0,0.0333333
16,1,-0.166667,0
17,1,0,0
18,1,0,-0.0333333
19,1,0,0
20,1,-0.166667,0
21,1,0,0
22,1,0,0.0333333
23,1,0,0
24,1,-0.166667,0
25,1,0.166667,0
0,-1,0,0
1,-1,0.166667,-0.0138889
2,-1,0,0
3,-1,0.0833333,0.0178571
4,-1,0,0.0178571
5,-1,0.166667,0.0178571
6,-1,-0.0833333,0.0178571
7,-1,0,0.0416667
8,-1,-0.166667,0.075
9,-1,0,0.075
0,-1,0,0
1,-1,0.0833333,0
2,-1,-0.133333,0
3,-1,0.0833333,0
4,-1,-0.133333,0
5,-1,0.0833333,0
6,-1,-0.0833333,0
7,-1,0,-0.0333333
8,-1,0,-0.0333333
9,-1,0,-0.0333333
10,-1,0,-0.166667
11,-1,0.166667,-0.166667
12,-1,0,-0.166667
13,-1,0.166667,-0.166667
14,-1,-0.0833333,-0.166667
15,-1,0,-0.0833333
16,-1,-0.166667,-0.0833333
0,1,0,0
1,1,-0.0333333,0.0178571
2,1,-0.133333,0.0178571
3,1,0,0.0238095
4,1,0,0.0238095
5,1,0,0.0238095
6,1,0,0
7,1,0,0
8,1,0,0.0571429
9,1,0.166667,0.0571429
0,-1,0,0
1,-1,0.166667,0
2,-1,-0.133333,0.0138889
3,-1,0,-0.0178571
4,-1,0,-0.0238095
5,-1,0,-0.0238095
6,-1,0,-0.0238095
7,-1,0,-0.0238095
8,-1,0,-0.0238095
9,-1,0,0
10,-1,0,0
11,-1,0,0
12,-1,0,0
13,-1,0,0.0238095
14,-1,0,0.0238095
15,-1,0,0.0238095
16,-1,0,0
17,-1,0,-0.0238095
18,-1,-0.166667,-0.0238095
19,-1,0,-0.0238095
20,-1,-0.166667,0.0833333
0,1,0,0
1,1,0.166667,-0.0138889
2,1,0,0
3,1,0.166667,0
4,1,0,0
5,1,0.166667,0
6,1,0,0
7,1,0,0
8,1,0,0
9,1,0.166667,-0.0178571
10,1,-0.166667,-0.0178571
11,1,0,-0.0178571
0,1,0,0
1,1,0.166667,-0.0138889
2,1,0.0833333,0
3,1,0.190476,0
4,1,0,0.0178571
5,1,0,0.0416667
6,1,0,0.0178571
7,1,0,0
8,1,0,0
9,1,0,0
10,1,0,0
11,1,0,0.0333333
12,1,0,0.0333333
13,1,0,-0.0238095
14,1,-0.166667,-0.0238095
15,1,0,-0.0238095
16,1,0,-0.0238095
17,1,0,-0.0238095
18,1,-0.166667,0
19,1,-0.166667,0
20,1,0,0
0,1,0,0
1,1,0.166667,-0.0138889
2,1,0,0
3,1,0.190476,0.0238095
4,1,0.133333,0.0238095
5,1,0.166667,0.0238095
6,1,0,0
7,1,0.166667,0
8,1,0,-0.0333333
9,1,0,-0.0333333
10,1,0,-0.0833333
11,1,0.166667,-0.166667
12,1,0,-0.166667
13,1,0,-0.166667
14,1,0,-0.166667
15,1,0.166667,-0.166667
0,-1,0,0
