step,winner,endpoint_factor,edge_factor
8,1,-0.494444,-0.0972222
9,1,0.410256,0.361111
10,1,-0.566667,-0.0222222
11,1,0.641667,0.279365
12,1,0.125,0.186111
13,1,0.689286,0.283333
14,1,-0.130159,0.0690476
15,1,0.952146,0.408333
16,1,-0.00168443,0.0416667
17,1,0.374903,0.134921
18,1,0.0951049,-5.55112e-17
19,1,1.32364,0.269841
20,1,0.143615,-0.093254
21,1,0.30765,-0.126587
22,1,0.224316,-0.140476
23,1,0.390716,-0.0349206
24,1,0.865319,-0.0349206
0,1,0,0
1,1,0.5,0.0972222
2,1,0,0
3,1,0.391667,0.115079
4,1,0,0
5,1,0.395635,0.115079
6,1,0.0761905,0.00396825
7,1,0,0
8,1,-0.808333,-0.0416667
9,1,0.34881,0.267857
10,1,0.70522,0.328968
11,1,1.50522,0.537302
12,1,1.00522,0.356746
13,1,1.2878,0.625
14,1,0.239719,0.375
15,1,1.2434,0.745635
16,1,0.45943,0.093254
17,1,0.950879,0.22381
18,1,0.650879,0.119048
19,1,0.900879,0.121825
0,1,0,0
1,1,0.283333,0.111111
2,1,-0.216667,0.0138889
3,1,0.166667,0.125
4,1,-0.190476,0.0138889
5,1,0.619048,0.222222
6,1,-0.305556,-0.105159
7,1,-1.14286,-0.47619
8,1,-0.642857,-0.378968
9,1,-0.0928571,-0.299603
10,1,-0.152381,-0.299603
11,1,0.347619,-0.206349
0,-1,0,0
1,-1,0.5,0.0972222
2,-1,0,0
3,-1,0.490476,0.0972222
4,-1,5.55112e-17,0
5,-1,0,0
6,-1,-0.5,-0.0972222
7,-1,-0.283333,-0.267857
8,-1,-0.9,-0.347222
9,-1,-0.60119,-0.236111
10,-1,-0.434524,-0.125
11,-1,-0.184524,-0.115079
12,-1,-0.0678571,0.00992063
13,-1,0.182143,0.00992063
0,1,0,0
1,1,0.5,0.0972222
2,1,0,0
3,1,0.458333,0.0972222
4,1,0,0
5,1,0.467857,0.0972222
6,1,0.15,0.170635
7,1,0.664719,0.283333
8,1,-0.0257576,0.190079
9,1,0.610256,0.286111
10,1,0.41859,0.171032
11,1,0.91859,0.291667
12,1,-0.446429,0.0531746
13,1,0.0963235,0.22381
0,-1,0,0
1,-1,0.283333,0.111111
2,-1,-0.216667,0.0138889
3,-1,0.166667,0.125
4,-1,-0.767857,-0.208333
5,-1,0.415476,0.093254
6,-1,0.00674603,-0.0178571
7,-1,0.0722222,-0.0138889
8,-1,-0.37702,-0.111111
9,-1,-0.663034,-0.194444
10,-1,-0.51307,-0.0833333
0,1,0,0
1,1,0.283333,0.111111
2,1,-0.666667,-0.222222
3,1,0.440476,0.093254
4,1,-0.767857,-0.208333
5,1,-0.257937,-0.105159
6,1,-0.305556,-0.105159
7,1,0.434921,-0.0218254
8,1,-0.719048,-0.355159
9,1,-0.203968,-0.261905
10,1,-0.404762,-0.0873016
11,1,0.0952381,0.0238095
12,1,-0.192857,0.0571429
13,1,0.440476,0.154365
14,1,0.219643,0.218254
15,1,0.63631,0.329365
16,1,0.129365,0.218254
17,1,0.379365,0.204365
18,1,0.546032,0.358333
19,1,0.796032,0.347222
20,1,0.882633,0.430556
21,1,1.20714,0.527778
22,1,0.657143,0.313889
23,1,0.990476,0.3
0,-1,0,0
1,-1,0.283333,0.111111
2,-1,-0.216667,0.0138889
3,-1,0.241667,0.111111
4,-1,-0.216667,0.0138889
5,-1,-0.0916667,-0.125
6,-1,-0.317857,-0.267857
7,-1,-0.492857,-0.438492
8,-1,-0.916667,-0.549603
9,-1,-0.642857,-0.365079
10,-1,-1.27619,-0.462302
11,-1,-0.392857,-0.271825
12,-1,-0.861111,-0.369048
13,-1,-0.0515873,-0.160714
14,-1,-0.551587,-0.257937
15,-1,-0.00992063,-0.160714
16,-1,-0.69881,-0.10119
17,-1,-0.122619,-0.0472222
18,-1,-0.637698,-0.140476
0,1,0,0
1,1,-0.283333,-0.111111
2,1,-0.666667,-0.222222
3,1,-0.383333,-0.111111
4,1,-0.666667,-0.222222
5,1,-0.383333,-0.111111
6,1,-5.55112e-17,0
7,1,0.440476,0.111111
8,1,-0.031746,0.0238095
9,1,0.443254,0.134921
10,1,0.809163,0.269841
0,-1,0,0
1,-1,0.283333,0.111111
2,-1,-0.216667,0.0138889
3,-1,0.166667,0.125
4,-1,-0.0916667,-0.00396825
5,-1,0.717857,0.204365
6,-1,-0.0777778,-0.166667
7,-1,0.866667,0.190476
8,-1,-0.341667,-0.111111
9,-1,0.477778,0.103175
10,-1,-0.580556,-0.230159
11,-1,0.409524,-0.0357143
12,-1,0.52619,0.0892857
13,-1,0.77619,0.0892857
14,-1,0.0261905,-0.00793651
15,-1,0.27619,-0.00793651
16,-1,-0.807143,-0.34127
17,-1,0.0178571,-0.160714
18,-1,-0.440476,-0.277778
19,-1,-0.565476,-0.388889
20,-1,-1.17381,-0.486111
0,-1,0,0
1,-1,0.283333,0.111111
2,-1,0,0
3,-1,0.408333,0.093254
4,-1,0,0
5,-1,0.944444,0.357143
6,-1,0,0
7,-1,-1.23333,-0.301587
8,-1,-2.24242,-0.652778
0,1,0,0
1,1,0.5,0.0972222
2,1,0.216667,-0.0138889
3,1,0.875,0.047619
4,1,0.283333,-0.0496032
5,1,0.666667,0.0376984
6,1,-0.152778,-0.176587
7,1,-0.127778,-0.315476
8,1,-0.377778,-0.301587
9,1,0.122222,-0.22381
10,1,-0.490909,-0.321032
11,1,-0.157576,-0.354365
0,1,0,0
1,1,-0.5,-0.0972222
2,1,0,0
3,1,-0.116667,-0.125
4,1,-0.45,-0.253968
5,1,0.605556,0.0555556
