Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
[53]     0.0    0.00    0.00      57         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [53]
                0.00    0.00     171/171         void std::_Construct<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*) [52]
                0.00    0.00     171/342         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__addressof<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&) [120]
-----------------------------------------------
                0.00    0.00      57/57          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [55]
[54]     0.0    0.00    0.00      57         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long) [54]
                0.00    0.00      57/57          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [57]
                0.00    0.00      57/114         std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_get_Tp_allocator() [125]
-----------------------------------------------
                0.00    0.00      57/57          Position::LargeDump() const [51]
[55]     0.0    0.00    0.00      57         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::vector(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [55]
                0.00    0.00      57/57          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long) [54]
                0.00    0.00      57/57          std::_Vector_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_Vector_base(unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > const&) [140]
-----------------------------------------------
                0.00    0.00      57/57          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [57]
[56]     0.0    0.00    0.00      57         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [56]
                0.00    0.00      57/57          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_1<false>::__uninit_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [53]
-----------------------------------------------
                0.00    0.00      57/57          std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::_M_default_initialize(unsigned long) [54]
[57]     0.0    0.00    0.00      57         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n_a<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&) [57]
                0.00    0.00      57/57          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >* std::__uninitialized_default_n<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, unsigned long) [56]
-----------------------------------------------
                0.00    0.00       2/2           void std::allocator_traits<std::allocator<Move> >::construct<Move, char const (&) [4], Position const&>(std::allocator<Move>&, Move*, char const (&) [4], Position const&) [59]
[58]     0.0    0.00    0.00       2         void __gnu_cxx::new_allocator<Move>::construct<Move, char const (&) [4], Position const&>(Move*, char const (&) [4], Position const&) [58]
                0.00    0.00       2/765915      operator new(unsigned long, void*) [39]
                0.00    0.00       2/8           char const (&std::forward<char const (&) [4]>(std::remove_reference<char const (&) [4]>::type&)) [4] [150]
                0.00    0.00       2/8           Position const& std::forward<Position const&>(std::remove_reference<Position const&>::type&) [151]
                0.00    0.00       2/2           Move::Move(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, Position const&) [154]
-----------------------------------------------
                0.00    0.00       2/2           void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
[59]     0.0    0.00    0.00       2         void std::allocator_traits<std::allocator<Move> >::construct<Move, char const (&) [4], Position const&>(std::allocator<Move>&, Move*, char const (&) [4], Position const&) [59]
                0.00    0.00       2/2           void __gnu_cxx::new_allocator<Move>::construct<Move, char const (&) [4], Position const&>(Move*, char const (&) [4], Position const&) [58]
                0.00    0.00       2/8           Position const& std::forward<Position const&>(std::remove_reference<Position const&>::type&) [151]
                0.00    0.00       2/8           char const (&std::forward<char const (&) [4]>(std::remove_reference<char const (&) [4]>::type&)) [4] [150]
-----------------------------------------------
                0.00    0.00  100698/2093586     void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
                0.00    0.00  664296/2093586     void std::vector<Move, std::allocator<Move> >::emplace_back<int&, int&, Piece>(int&, int&, Piece&&) [23]
                0.00    0.00  664296/2093586     void std::allocator_traits<std::allocator<Move> >::construct<Move, int&, int&, Piece>(std::allocator<Move>&, Move*, int&, int&, Piece&&) [45]
                0.00    0.00  664296/2093586     void __gnu_cxx::new_allocator<Move>::construct<Move, int&, int&, Piece>(Move*, int&, int&, Piece&&) [44]
[66]     0.0    0.00    0.00 2093586         int& std::forward<int&>(std::remove_reference<int&>::type&) [66]
-----------------------------------------------
                0.00    0.00   50349/1046793     void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
                0.00    0.00  332148/1046793     void std::vector<Move, std::allocator<Move> >::emplace_back<int&, int&, Piece>(int&, int&, Piece&&) [23]
                0.00    0.00  332148/1046793     void std::allocator_traits<std::allocator<Move> >::construct<Move, int&, int&, Piece>(std::allocator<Move>&, Move*, int&, int&, Piece&&) [45]
                0.00    0.00  332148/1046793     void __gnu_cxx::new_allocator<Move>::construct<Move, int&, int&, Piece>(Move*, int&, int&, Piece&&) [44]
[67]     0.0    0.00    0.00 1046793         Piece&& std::forward<Piece>(std::remove_reference<Piece>::type&) [67]
-----------------------------------------------
                0.00    0.00  967488/967488      bool std::operator==<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&) [71]
[68]     0.0    0.00    0.00  967488         std::move_iterator<Move*>::base() const [68]
-----------------------------------------------
                0.00    0.00  678938/678938      bool __gnu_cxx::operator!=<Move*, std::vector<Move, std::allocator<Move> > >(__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > > const&, __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > > const&) [77]
[69]     0.0    0.00    0.00  678938         __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::base() const [69]
-----------------------------------------------
                0.00    0.00  664328/664328      void std::fill<Piece*, Piece>(Piece*, Piece*, Piece const&) [10]
[70]     0.0    0.00    0.00  664328         Piece* std::__niter_base<Piece*>(Piece*) [70]
-----------------------------------------------
                0.00    0.00  483744/483744      bool std::operator!=<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&) [72]
[71]     0.0    0.00    0.00  483744         bool std::operator==<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&) [71]
                0.00    0.00  967488/967488      std::move_iterator<Move*>::base() const [68]
-----------------------------------------------
                0.00    0.00  483744/483744      Move* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*) [25]
[72]     0.0    0.00    0.00  483744         bool std::operator!=<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&) [72]
                0.00    0.00  483744/483744      bool std::operator==<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&) [71]
-----------------------------------------------
                0.00    0.00  433348/433348      Move* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*) [25]
[73]     0.0    0.00    0.00  433348         std::move_iterator<Move*>::operator*() const [73]
-----------------------------------------------
                0.00    0.00  433348/433348      Move* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*) [25]
[74]     0.0    0.00    0.00  433348         std::move_iterator<Move*>::operator++() [74]
-----------------------------------------------
                0.00    0.00  433348/433348      Move* std::__uninitialized_copy<false>::__uninit_copy<std::move_iterator<Move*>, Move*>(std::move_iterator<Move*>, std::move_iterator<Move*>, Move*) [25]
[75]     0.0    0.00    0.00  433348         Move* std::__addressof<Move>(Move&) [75]
-----------------------------------------------
                0.00    0.00  433348/433348      void std::_Construct<Move, Move>(Move*, Move&&) [35]
[76]     0.0    0.00    0.00  433348         Move&& std::forward<Move>(std::remove_reference<Move>::type&) [76]
-----------------------------------------------
                0.00    0.00     219/339469      NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00     253/339469      RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00  338997/339469      NegaMaxSearcher::NegaMax(Position const&, int) [4]
[77]     0.0    0.00    0.00  339469         bool __gnu_cxx::operator!=<Move*, std::vector<Move, std::allocator<Move> > >(__gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > > const&, __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > > const&) [77]
                0.00    0.00  678938/678938      __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::base() const [69]
-----------------------------------------------
                0.00    0.00      15/332165      StartSelfGame(Searcher*, Searcher*, bool) [2]
                0.00    0.00     212/332165      NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00     246/332165      RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00  331692/332165      NegaMaxSearcher::NegaMax(Position const&, int) [4]
[78]     0.0    0.00    0.00  332165         Position::Position() [78]
-----------------------------------------------
                0.00    0.00      15/332165      StartSelfGame(Searcher*, Searcher*, bool) [2]
                0.00    0.00     212/332165      NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00     246/332165      RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00  331692/332165      NegaMaxSearcher::NegaMax(Position const&, int) [4]
[79]     0.0    0.00    0.00  332165         Position::~Position() [79]
-----------------------------------------------
                0.00    0.00     212/332150      NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00     246/332150      RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00  331692/332150      NegaMaxSearcher::NegaMax(Position const&, int) [4]
[80]     0.0    0.00    0.00  332150         __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::operator++() [80]
-----------------------------------------------
                0.00    0.00  332148/332148      void __gnu_cxx::new_allocator<Move>::construct<Move, int&, int&, Piece>(Move*, int&, int&, Piece&&) [44]
[81]     0.0    0.00    0.00  332148         Move::Move(int, int, Piece) [81]
-----------------------------------------------
                0.00    0.00      15/331919      StartSelfGame(Searcher*, Searcher*, bool) [2]
                0.00    0.00  331904/331919      NegaMaxSearcher::NegaMax(Position const&, int) [4]
[82]     0.0    0.00    0.00  331919         Position::finished() const [82]
-----------------------------------------------
                0.00    0.00  331692/331692      NegaMaxSearcher::NegaMax(Position const&, int) [4]
[83]     0.0    0.00    0.00  331692         int const& std::max<int>(int const&, int const&) [83]
-----------------------------------------------
                0.00    0.00       2/251987      void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
                0.00    0.00       7/251987      RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00      45/251987      void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00   50349/251987      void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
                0.00    0.00  201584/251987      std::vector<Move, std::allocator<Move> >::_M_check_len(unsigned long, char const*) const [99]
[84]     0.0    0.00    0.00  251987         std::vector<Move, std::allocator<Move> >::size() const [84]
-----------------------------------------------
                0.00    0.00   50396/151188      __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*) [98]
                0.00    0.00  100792/151188      std::allocator_traits<std::allocator<Move> >::max_size(std::allocator<Move> const&) [90]
[85]     0.0    0.00    0.00  151188         __gnu_cxx::new_allocator<Move>::max_size() const [85]
-----------------------------------------------
                0.00    0.00       4/108118      void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
                0.00    0.00      90/108118      void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00    7326/108118      std::vector<Move, std::allocator<Move> >::~vector() [115]
                0.00    0.00  100698/108118      void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
[86]     0.0    0.00    0.00  108118         std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() [86]
-----------------------------------------------
                0.00    0.00  100792/100792      std::vector<Move, std::allocator<Move> >::max_size() const [88]
[87]     0.0    0.00    0.00  100792         std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() const [87]
-----------------------------------------------
                0.00    0.00  100792/100792      std::vector<Move, std::allocator<Move> >::_M_check_len(unsigned long, char const*) const [99]
[88]     0.0    0.00    0.00  100792         std::vector<Move, std::allocator<Move> >::max_size() const [88]
                0.00    0.00  100792/100792      std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() const [87]
                0.00    0.00  100792/100792      std::allocator_traits<std::allocator<Move> >::max_size(std::allocator<Move> const&) [90]
-----------------------------------------------
                0.00    0.00  100792/100792      std::move_iterator<Move*> std::__make_move_if_noexcept_iterator<Move, std::move_iterator<Move*> >(Move*) [91]
[89]     0.0    0.00    0.00  100792         std::move_iterator<Move*>::move_iterator(Move*) [89]
-----------------------------------------------
                0.00    0.00  100792/100792      std::vector<Move, std::allocator<Move> >::max_size() const [88]
[90]     0.0    0.00    0.00  100792         std::allocator_traits<std::allocator<Move> >::max_size(std::allocator<Move> const&) [90]
                0.00    0.00  100792/151188      __gnu_cxx::new_allocator<Move>::max_size() const [85]
-----------------------------------------------
                0.00    0.00  100792/100792      Move* std::__uninitialized_move_if_noexcept_a<Move*, Move*, std::allocator<Move> >(Move*, Move*, Move*, std::allocator<Move>&) [28]
[91]     0.0    0.00    0.00  100792         std::move_iterator<Move*> std::__make_move_if_noexcept_iterator<Move, std::move_iterator<Move*> >(Move*) [91]
                0.00    0.00  100792/100792      std::move_iterator<Move*>::move_iterator(Move*) [89]
-----------------------------------------------
                0.00    0.00   57722/57722       void std::_Destroy<Move*>(Move*, Move*) [94]
[92]     0.0    0.00    0.00   57722         void std::_Destroy_aux<true>::__destroy<Move*>(Move*, Move*) [92]
-----------------------------------------------
                0.00    0.00       2/57722       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
                0.00    0.00      45/57722       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00    7326/57722       std::_Vector_base<Move, std::allocator<Move> >::~_Vector_base() [113]
                0.00    0.00   50349/57722       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
[93]     0.0    0.00    0.00   57722         std::_Vector_base<Move, std::allocator<Move> >::_M_deallocate(Move*, unsigned long) [93]
                0.00    0.00   50396/50396       std::allocator_traits<std::allocator<Move> >::deallocate(std::allocator<Move>&, Move*, unsigned long) [101]
-----------------------------------------------
                0.00    0.00   57722/57722       void std::_Destroy<Move*, Move>(Move*, Move*, std::allocator<Move>&) [95]
[94]     0.0    0.00    0.00   57722         void std::_Destroy<Move*>(Move*, Move*) [94]
                0.00    0.00   57722/57722       void std::_Destroy_aux<true>::__destroy<Move*>(Move*, Move*) [92]
-----------------------------------------------
                0.00    0.00       2/57722       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
                0.00    0.00      45/57722       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00    7326/57722       std::vector<Move, std::allocator<Move> >::~vector() [115]
                0.00    0.00   50349/57722       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
[95]     0.0    0.00    0.00   57722         void std::_Destroy<Move*, Move>(Move*, Move*, std::allocator<Move>&) [95]
                0.00    0.00   57722/57722       void std::_Destroy<Move*>(Move*, Move*) [94]
-----------------------------------------------
                0.00    0.00      14/53637       StartSelfGame(Searcher*, Searcher*, bool) [2]
                0.00    0.00   53623/53637       NegaMaxSearcher::NegaMax(Position const&, int) [4]
[96]     0.0    0.00    0.00   53637         Position::red_to_move() const [96]
-----------------------------------------------
                0.00    0.00   50396/50396       std::allocator_traits<std::allocator<Move> >::deallocate(std::allocator<Move>&, Move*, unsigned long) [101]
[97]     0.0    0.00    0.00   50396         __gnu_cxx::new_allocator<Move>::deallocate(Move*, unsigned long) [97]
-----------------------------------------------
                0.00    0.00   50396/50396       std::allocator_traits<std::allocator<Move> >::allocate(std::allocator<Move>&, unsigned long) [102]
[98]     0.0    0.00    0.00   50396         __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*) [98]
                0.00    0.00   50396/151188      __gnu_cxx::new_allocator<Move>::max_size() const [85]
-----------------------------------------------
                0.00    0.00       2/50396       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
                0.00    0.00      45/50396       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00   50349/50396       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
[99]     0.0    0.00    0.00   50396         std::vector<Move, std::allocator<Move> >::_M_check_len(unsigned long, char const*) const [99]
                0.00    0.00  201584/251987      std::vector<Move, std::allocator<Move> >::size() const [84]
                0.00    0.00  100792/100792      std::vector<Move, std::allocator<Move> >::max_size() const [88]
                0.00    0.00   50396/50396       unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [103]
-----------------------------------------------
                0.00    0.00       2/50396       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<char const (&) [4], Position const&>(char const (&) [4], Position const&) [37]
                0.00    0.00      45/50396       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00   50349/50396       void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<int&, int&, Piece>(int&, int&, Piece&&) [24]
[100]    0.0    0.00    0.00   50396         std::_Vector_base<Move, std::allocator<Move> >::_M_allocate(unsigned long) [100]
                0.00    0.00   50396/50396       std::allocator_traits<std::allocator<Move> >::allocate(std::allocator<Move>&, unsigned long) [102]
-----------------------------------------------
                0.00    0.00   50396/50396       std::_Vector_base<Move, std::allocator<Move> >::_M_deallocate(Move*, unsigned long) [93]
[101]    0.0    0.00    0.00   50396         std::allocator_traits<std::allocator<Move> >::deallocate(std::allocator<Move>&, Move*, unsigned long) [101]
                0.00    0.00   50396/50396       __gnu_cxx::new_allocator<Move>::deallocate(Move*, unsigned long) [97]
-----------------------------------------------
                0.00    0.00   50396/50396       std::_Vector_base<Move, std::allocator<Move> >::_M_allocate(unsigned long) [100]
[102]    0.0    0.00    0.00   50396         std::allocator_traits<std::allocator<Move> >::allocate(std::allocator<Move>&, unsigned long) [102]
                0.00    0.00   50396/50396       __gnu_cxx::new_allocator<Move>::allocate(unsigned long, void const*) [98]
-----------------------------------------------
                0.00    0.00   50396/50396       std::vector<Move, std::allocator<Move> >::_M_check_len(unsigned long, char const*) const [99]
[103]    0.0    0.00    0.00   50396         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [103]
-----------------------------------------------
                0.00    0.00       2/26903       StartSelfGame(Searcher*, Searcher*, bool) [2]
                0.00    0.00   26901/26903       NegaMaxSearcher::NegaMax(Position const&, int) [4]
[104]    0.0    0.00    0.00   26903         Position::red_winner() const [104]
-----------------------------------------------
                0.00    0.00    7319/14638       std::vector<Move, std::allocator<Move> >::begin() [117]
                0.00    0.00    7319/14638       std::vector<Move, std::allocator<Move> >::end() [116]
[105]    0.0    0.00    0.00   14638         __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::__normal_iterator(Move* const&) [105]
-----------------------------------------------
                0.00    0.00    7326/7326        std::allocator<Move>::allocator() [108]
[106]    0.0    0.00    0.00    7326         __gnu_cxx::new_allocator<Move>::new_allocator() [106]
-----------------------------------------------
                0.00    0.00    7326/7326        std::allocator<Move>::~allocator() [109]
[107]    0.0    0.00    0.00    7326         __gnu_cxx::new_allocator<Move>::~new_allocator() [107]
-----------------------------------------------
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::_Vector_impl() [110]
[108]    0.0    0.00    0.00    7326         std::allocator<Move>::allocator() [108]
                0.00    0.00    7326/7326        __gnu_cxx::new_allocator<Move>::new_allocator() [106]
-----------------------------------------------
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::~_Vector_impl() [111]
[109]    0.0    0.00    0.00    7326         std::allocator<Move>::~allocator() [109]
                0.00    0.00    7326/7326        __gnu_cxx::new_allocator<Move>::~new_allocator() [107]
-----------------------------------------------
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::_Vector_base() [112]
[110]    0.0    0.00    0.00    7326         std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::_Vector_impl() [110]
                0.00    0.00    7326/7326        std::allocator<Move>::allocator() [108]
-----------------------------------------------
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::~_Vector_base() [113]
[111]    0.0    0.00    0.00    7326         std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::~_Vector_impl() [111]
                0.00    0.00    7326/7326        std::allocator<Move>::~allocator() [109]
-----------------------------------------------
                0.00    0.00    7326/7326        std::vector<Move, std::allocator<Move> >::vector() [114]
[112]    0.0    0.00    0.00    7326         std::_Vector_base<Move, std::allocator<Move> >::_Vector_base() [112]
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::_Vector_impl() [110]
-----------------------------------------------
                0.00    0.00    7326/7326        std::vector<Move, std::allocator<Move> >::~vector() [115]
[113]    0.0    0.00    0.00    7326         std::_Vector_base<Move, std::allocator<Move> >::~_Vector_base() [113]
                0.00    0.00    7326/57722       std::_Vector_base<Move, std::allocator<Move> >::_M_deallocate(Move*, unsigned long) [93]
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::_Vector_impl::~_Vector_impl() [111]
-----------------------------------------------
                0.00    0.00       7/7326        RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00    7319/7326        Position::GenerateMoves() const [11]
[114]    0.0    0.00    0.00    7326         std::vector<Move, std::allocator<Move> >::vector() [114]
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::_Vector_base() [112]
-----------------------------------------------
                0.00    0.00       7/7326        NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00      14/7326        RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00    7305/7326        NegaMaxSearcher::NegaMax(Position const&, int) [4]
[115]    0.0    0.00    0.00    7326         std::vector<Move, std::allocator<Move> >::~vector() [115]
                0.00    0.00    7326/108118      std::_Vector_base<Move, std::allocator<Move> >::_M_get_Tp_allocator() [86]
                0.00    0.00    7326/57722       void std::_Destroy<Move*, Move>(Move*, Move*, std::allocator<Move>&) [95]
                0.00    0.00    7326/7326        std::_Vector_base<Move, std::allocator<Move> >::~_Vector_base() [113]
-----------------------------------------------
                0.00    0.00       7/7319        NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00       7/7319        RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00    7305/7319        NegaMaxSearcher::NegaMax(Position const&, int) [4]
[116]    0.0    0.00    0.00    7319         std::vector<Move, std::allocator<Move> >::end() [116]
                0.00    0.00    7319/14638       __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::__normal_iterator(Move* const&) [105]
-----------------------------------------------
                0.00    0.00       7/7319        NegaMaxSearcher::SearchBestMove(Position const&) [3]
                0.00    0.00       7/7319        RandomSearcher::SearchBestMove(Position const&) [46]
                0.00    0.00    7305/7319        NegaMaxSearcher::NegaMax(Position const&, int) [4]
[117]    0.0    0.00    0.00    7319         std::vector<Move, std::allocator<Move> >::begin() [117]
                0.00    0.00    7319/14638       __gnu_cxx::__normal_iterator<Move*, std::vector<Move, std::allocator<Move> > >::__normal_iterator(Move* const&) [105]
-----------------------------------------------
                0.00    0.00    1488/1488        Position::LargeDump() const [51]
[118]    0.0    0.00    0.00    1488         std::vector<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >::operator[](unsigned long) [118]
-----------------------------------------------
                0.00    0.00      45/537         void std::vector<Move, std::allocator<Move> >::_M_emplace_back_aux<Move const&>(Move const&) [48]
                0.00    0.00     246/537         void std::allocator_traits<std::allocator<Move> >::construct<Move, Move const&>(std::allocator<Move>&, Move*, Move const&) [50]
