Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.07     28.72     0.02 24167828     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int> >::allocate(unsigned long, void const*)
  0.07     28.74     0.02 24167828     0.00     0.00  __gnu_cxx::new_allocator<std::pair<int, int>*>::max_size() const
  0.07     28.76     0.02 24167828     0.00     0.00  std::allocator<std::pair<int, int> >::~allocator()
  0.07     28.78     0.02 24167828     0.00     0.00  std::_Deque_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Deque_impl::~_Deque_impl()
  0.07     28.80     0.02 18343290     0.00     0.00  std::tuple_element<0ul, std::pair<unsigned int const, std::bitset<7ul> > >::type const& std::get<0ul, unsigned int const, std::bitset<7ul> >(std::pair<unsigned int const, std::bitset<7ul> > const&)
  0.07     28.82     0.02 17643356     0.00     0.00  bool std::operator!=<Move*>(std::move_iterator<Move*> const&, std::move_iterator<Move*> const&)
  0.07     28.84     0.02 16716181     0.00     0.00  void std::_Construct<Move, Move>(Move*, Move&&)
  0.07     28.86     0.02 12083915     0.00     0.00  Position::~Position()
  0.07     28.88     0.02 12083914     0.00     0.00  std::_Deque_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Deque_impl::_M_swap_data(std::_Deque_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Deque_impl&)
  0.07     28.90     0.02 12083914     0.00     0.00  std::_Deque_base<std::pair<int, int>, std::allocator<std::pair<int, int> > >::_Deque_impl::_Deque_impl()
  0.07     28.92     0.02  4635894     0.00     0.00  std::vector<Move, std::allocator<Move> >::size() const
  0.07     28.94     0.02     2402     0.00     0.00  std::__detail::_Hash_node_base::_Hash_node_base()
  0.07     28.96     0.02      258     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
  0.07     28.98     0.02       22     0.00     0.00  std::__detail::_Hash_node_base** std::__addressof<std::__detail::_Hash_node_base*>(std::__detail::_Hash_node_base*&)
  0.07     29.00     0.02       11     0.00     0.00  std::__detail::_Hash_code_base<unsigned int, std::pair<unsigned int const, std::bitset<7ul> >, std::__detail::_Select1st, std::hash<unsigned int>, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, false>::_M_extract()
  0.05     29.01     0.02 70130177     0.00     0.00  std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true>::_S_cget(std::__detail::_Hashtable_ebo_helper<2, std::__detail::_Mod_range_hashing, true> const&)
